상품명,카테고리,중량,칼로리,단백질,지방,탄수화물,나트륨,가격,행사 정보,편의점 코드,상품 이미지
검은콩 쥐눈이가루,즉석섭취식품,600,445,40,19,29,0,,,,
검은콩&흑임자 포켓죽,즉석조리식품,120,115,4,2.5,20,95,,,,
검은콩감자애호박진밥 밀키트,즉석조리식품,420,630,18,4.8,129,10,,,,
검은콩감자애호박진밥 밀키트(쌀제외),즉석조리식품,285,145,9,2.5,22,15,,,,
검은콩흑임자죽,즉석조리식품,330,340,12,7,58,280,,,,
게맛살 샐러드,즉석섭취식품,170,220,8,15,13,230,,,,
게맛살 시저 SALAD,즉석섭취식품,222,245,10,17,13,520,,,,
게맛살오이샐러드,즉석섭취식품,150,231,8,15,17,765,,,,
게살&크래미 구운주먹밥,즉석조리식품,500,175,4,4,31,520,,,,
게살곤약볶음밥&스윗칠리 생선까스,즉석조리식품,235,386,11,6,72,550,,,,
게살볶음밥,즉석조리식품,300,470,13,8,86,1010,,,,
게살볶음밥&참치오믈렛,즉석조리식품,210,302,11.89,9.2,42.86,806.78,,,,
게살볶음밥&참치오믈렛,체중조절용 조제식품,215,315,10,6,54,930,,,,
게살야채볶음밥,즉석조리식품,3000,150,4,2,29,490,,,,
게살죽,즉석조리식품,500,272.65,11.5,2.05,52.05,325.25,,,,
게살치즈볶음밥,즉석조리식품,150,188.6,6.4,2.6,39.2,76.4,,,,
겨울꼬막비빔밥,즉석섭취식품,298,491,13,15,76,1015,,,,
겨울꼬막비빔밥삼각김밥,즉석섭취식품,115,185,5,5,30,407,,,,
겨자소스해물곤약샐러드,즉석섭취식품,270,199,10,3.3,32,409,,,,
견과류 가득 우렁쌈장,즉석조리식품,794,753,38,27,99,5774,,,,
견과류 새송이삼치강정,즉석조리식품,80,198,11,8,21,19,,,,
견과류 영양 컵죽,즉석조리식품,33,182,3.2,7.2,26,444,,,,
견과류두부강정,즉석조리식품,100,166,8,9,13,132,,,,
견과믹스샐러드,즉석섭취식품,185,260,10,18,14,180,,,,
견과샐러드,즉석섭취식품,100,75,3.98,2.99,7.66,33.83,,,,
경상도식 한우쇠고기 무국,즉석조리식품,800,167,17,3.2,18,1152,,,,
경양식돈까스와미트볼펜네,즉석섭취식품,477,849,29,41,91,1677,,,,
경양식세트도시락,즉석섭취식품,438,825,22,35,107,1602,,,,
계란 곤약볶음밥,즉석조리식품,400,180,5,2.8,33,590,,,,
계란 단백질 식사 그레인,즉석섭취식품,560,160,8,2.6,27,190,,,,
계란 단백질 식사 딸기,즉석섭취식품,360,105,8,0,20,100,,,,
계란 단백질 식사 새싹보리,즉석섭취식품,420,105,9,0,18,110,,,,
계란 황태국,즉석조리식품,800,295,36,13,8,1766,,,,
계란곤약밥&토마토닭가슴살,즉석조리식품,200,235,13,6,33,490,,,,
계란곤약볶음밥,즉석조리식품,1200,175,6,4.8,27,440,,,,
계란곤약볶음밥 & 닭가슴살동그랑땡,즉석조리식품,220,410,14,15,55,810,,,,
계란곤약볶음밥&큐브닭가슴살,즉석조리식품,230,220,12,4,32,908,,,,
계란곤약볶음밥&함박스테이크,즉석조리식품,225,375,13,15,48,790,,,,
계란곤약볶음밥&핫스테이크,즉석조리식품,220,380,16,15,45,910,,,,
계란국,즉석조리식품,800,236,28,11,7,1806,,,,
계란듬뿍모닝샌드&모짜렐라샐러드,즉석섭취식품,234,470,14,29,38,440,,,,
계란듬뿍샌드위치,즉석섭취식품,126,330,9,22,24,538,,,,
계란떡볶이비빔밥볼,즉석섭취식품,200,298,10,2.9,58,915,,,,
계란밥 & 떡갈비스틱,즉석조리식품,250,489.3,13.3,23.3,56.8,558,,,,
계란볶음밥 & 떡갈비스틱,즉석조리식품,250,489.3,13.3,23.3,56.8,558,,,,
계란볶음밥 & 매콤제육볶음,즉석조리식품,253,470.86,19.23,20.42,52.55,849.09,,,,
계란볶음밥&몽골리안비프,즉석조리식품,250,415,18,13,57,811,,,,
계란볶음밥&커리닭가슴살,즉석조리식품,215,275,17,5,40,760,,,,
계란새우볶음밥,즉석조리식품,460,360,9,6,61,560,,,,
계란소보로,즉석조리식품,130,90,8,4.3,5,110,,,,
계란야채 곤약 볶음밥&토마토소스 닭가슴살 슬라이스,즉석조리식품,250,365,24,8,49,760,,,,
계란야채 곤약볶음밥 & 닭가슴살너겟,즉석조리식품,255,380,14,10,58,520,,,,
계란야채 닭가슴살곤약볶음밥,즉석조리식품,200,190,17,4.5,29,600,,,,
계란야채곤약볶음밥&토마토버섯소고기볼,즉석조리식품,240,395,14,13,55,770,,,,
계란야채죽,즉석조리식품,285,165,4,0,37,630,,,,
계란옷 입은 몬테크리스토 토스트 햄.에그.치즈 샌드,즉석섭취식품,540,454,15,26,40,1220,,,,
계란폭탄두부면김밥,즉석조리식품,560,860,38,27,110,870,,,,
계란폭탄참치&소고기김밥,즉석조리식품,525,955,41,43,93,900,,,,
계절밥상마늘간장닭갈비,즉석조리식품,500,960,61,46,76,1610,,,,
계절밥상매운고추장닭갈비,즉석조리식품,500,730,46,27,76,1830,,,,
고구마 롤치즈 샐러드,즉석섭취식품,180,225,6,6,37,340,,,,
고구마 품은 라자냐,즉석조리식품,450,935,50,41,92,1190,,,,
고구마뉴그린찹쌀죽 밀키트,즉석조리식품,305,400,7,1.9,89,55,,,,
고구마뉴그린찹쌀죽 밀키트(쌀제외),즉석조리식품,230,140,3,0,32,55,,,,
고구마단호박당근죽 밀키트,즉석조리식품,260,320,6,1.8,71,15,,,,
고구마단호박당근죽 밀키트(쌀제외),즉석조리식품,195,95,1,0,21,15,,,,
고구마단호박양파죽 밀키트,즉석조리식품,285,340,6,1.9,74,10,,,,
고구마단호박양파죽 밀키트(쌀제외),즉석조리식품,210,80,1,0,18,10,,,,
고구마단호박죽 밀키트,즉석조리식품,235,275,5,1.4,61,15,,,,
고구마단호박죽 밀키트(쌀제외),즉석조리식품,180,85,1,0,19,15,,,,
고구마닭치즈그라탕,즉석조리식품,130,135,7,4.1,17,45,,,,
고구마당근오트밀죽 밀키트,즉석조리식품,235,330,6,1.9,72,15,,,,
고구마당근오트밀죽 밀키트(쌀제외),즉석조리식품,170,105,2,0.6,23,15,,,,
고구마당근죽 밀키트,즉석조리식품,65,120,2,0.6,27,10,,,,
고구마맛탕,즉석조리식품,150,237.5,1.4,21.5,32.3,13.2,,,,
고구마맛탕,즉석섭취식품,170,290,2,8.9,51,60,,,,
고구마메쉬와 훈제오리 샐러드,즉석섭취식품,300,320,20,16,23,490,,,,
고구마미음 밀키트,즉석조리식품,40,95,2,0,21,0,,,,
고구마비타민퀴노아죽 밀키트,즉석조리식품,275,355,7,2.1,77,20,,,,
고구마비타민퀴노아죽 밀키트(쌀제외),즉석조리식품,200,95,2,0.6,20,15,,,,
고구마사과배추죽 밀키트(쌀제외),즉석조리식품,195,85,1,0,19,15,,,,
고구마사과죽 밀키트,즉석조리식품,235,270,4,1.3,61,10,,,,
고구마사과죽 밀키트(쌀제외),즉석조리식품,180,80,0.7,0,19,10,,,,
고구마삼색채소죽 밀키트,즉석조리식품,300,355,7,1.8,78,25,,,,
고구마삼색채소죽 밀키트(쌀제외),즉석조리식품,225,95,2,0,21,25,,,,
고구마샐러드,즉석섭취식품,1000,2035,11,127,212,1980,,,,
고구마샐러드,즉석섭취식품,1000,185,1.5,9,24,250,,,,
고구마샐러드,즉석섭취식품,100,220,1,14,24,180,,,,
고구마샐러드,즉석섭취식품,500,715,6,24,119,1060,,,,
고구마샐러드-에이,즉석섭취식품,1000,185,1.5,9,24,250,,,,
고구마순두부죽 밀키트,즉석조리식품,250,285,8,3.1,56,15,,,,
고구마순두부죽 밀키트(쌀제외),즉석조리식품,195,95,4,2,15,15,,,,
고구마아몬드샐러드,즉석섭취식품,500,1040,11,56,123,700,,,,
고구마오트밀죽 밀키트,즉석조리식품,290,290,5,1.6,65,15,,,,
고구마오트밀죽 밀키트(쌀제외),즉석조리식품,170,105,2,0.6,23,15,,,,
고구마완두콩야채밥,즉석조리식품,150,229.3,5.54,3.48,84.7,153.76,,,,
고구마우유조림,즉석조리식품,130,135,3,5,20,85,,,,
고구마제육볶음,즉석조리식품,140,206,13.5,10,15.3,33.5,,,,
고구마채소진밥 밀키트,즉석조리식품,435,645,12,2.6,143,30,,,,
고구마채소진밥 밀키트(쌀제외),즉석조리식품,300,170,3,0,39,25,,,,
고구마치즈브리또,즉석조리식품,125,345,15,16,35,480,,,,
고구마치킨콥 볼S,즉석섭취식품,200,183,11,4.3,25,670,,,,
고구마콘스튜,즉석조리식품,130,90,2,0,20,240,,,,
고구마퀴노아영양밥과 핫커리닭가슴살큐브,즉석조리식품,225,350,14,7,57,328,,,,
고구마타락죽 밀키트,즉석조리식품,48,130,2,1.3,27,10,,,,
고구마호박버섯진밥 밀키트,즉석조리식품,435,625,13,2.9,137,15,,,,
고구마호박버섯진밥 밀키트(쌀제외),즉석조리식품,300,155,4,0.7,33,15,,,,
고기 가득 짜글이,간편조리세트,674,902,47,53,59,2118,,,,
고기2배,즉석섭취식품,108,200,8,3.5,34,533,,,,
고기가득 버섯잡채,즉석조리식품,521,815,45,19,116,1893,,,,
고기고기고기도시락,즉석섭취식품,362,577,19,19,83,806,,,,
고기고기유부삼각,즉석섭취식품,228,419,15,11,65,723,,,,
고기듬뿍 시골김치찌개,즉석조리식품,940,801,91,25,53,2080,,,,
고기듬뿍 어향비빔면,즉석조리식품,600,440,15,9,75,1470,,,,
고기듬뿍 토마토 파스타,즉석조리식품,640,1329,53,62,139,1443,,,,
고기듬뿍김치제육볶음,즉석섭취식품,367,557,24,13,86,906,,,,
고기듬뿍매콤 중화제육볶음면,간편조리세트,1030,2032,49,108,215,2482,,,,
고기듬뿍불고기백반,즉석섭취식품,367,586,29,18,77,993,,,,
고기듬뿍오징어불고기,즉석섭취식품,368,621,27,13,99,921,,,,
고기반찬,즉석섭취식품,300,505,33,29,28,1114,,,,
고기싹쓰리도시락,즉석섭취식품,435,838,25,31,115,1730,,,,
고기진짜많구나도시락,즉석섭취식품,420,687,25,27,86,992,,,,
고기짬뽕죽,즉석조리식품,320,167,6,2.6,30,1215,,,,
고깃집 된장찌개,즉석조리식품,500,358,30,18,19,1885,,,,
고깃집볶음밥,즉석섭취식품,155,282,10,10,38,622,,,,
고다치즈닭가슴살큐브야채믹스,즉석조리식품,180,250,20,6,29,260,,,,
고들빼기두루치기,즉석조리식품,303,475,18,7,85,643,,,,
고등급식)더블킹새우버거,즉석섭취식품,213,601,13,32,64,1148,,,,
고등급식)이불돈까스도시락,즉석섭취식품,585,965,38,33,129,1614,,,,
고르곤졸라 불고기 퀘사디아,즉석조리식품,569,574.9,14.5,26.6,69.3,1232.4,,,,
고르다 블랙선식,즉석섭취식품,500,128.89,5.34,3.1,19.92,4.88,,,,
고르다 새싹보리선식,즉석섭취식품,500,133,4,4,21,0,,,,
고르다 싹난다선식,즉석섭취식품,600,144.96,13.88,6,7.84,7.73,,,,
고르다 열매선식,즉석섭취식품,600,143,4,5,20,0,,,,
고르다 영양선식,즉석섭취식품,500,123.21,3.45,1.65,23.64,4.05,,,,
고르다 옐로우선식,즉석섭취식품,500,123.55,4.2,1.69,22.88,6.78,,,,
고른 더담은 부대찌개,즉석조리식품,800,86,5,6,3,442,,,,
고메 핫스파이시 미트볼,즉석조리식품,180,430,18,27,29,1580,,,,
고메버터햄치즈샌드,즉석섭취식품,122,380,9,26,27,720,,,,
고메이494 한우 미역국,즉석조리식품,500,95,9,2,10,1340,,,,
고메잠봉뵈르샌드위치,즉석섭취식품,150,455,21,18,52,830,,,,
고메치즈크림함박스테이크,즉석조리식품,152,225,11,16,9,630,,,,
고메콰트로치즈콘수프,즉석조리식품,544.8,175,3,11,16,560,,,,
고메토마토미트볼,즉석조리식품,200,375,17,27,16,750,,,,
고메함박스테이크,즉석조리식품,200,385,14,27,22,1030,,,,
고사리고추잡채/꽃빵,즉석섭취식품,300,350,20,11,42,940,,,,
고소 전복죽,즉석조리식품,180,70,2,0,15,11,,,,
고소한 리코타 치즈와 시금치 페스토 샐러드,즉석섭취식품,185,240,5,12,28,570,,,,
고소한 참깨된장 목살 샐러드,즉석섭취식품,185,230,12,11,21,590,,,,
고소한 햄마카로니 샐러드,즉석섭취식품,110,200,3,14,15,280,,,,
고소한미숫가루,즉석섭취식품,1000,406.4,14.9,4.4,76.8,75.8,,,,
고소한참기름전주비빔,즉석섭취식품,105,193,4,5,33,437,,,,
고슬고슬 계란코팅 황금밥알 200℃ 미트&에그 볶음밥,즉석조리식품,1425,595,17,19,90,1210,,,,
고슬고슬 계란코팅 황금밥알 200ºC 중화풍불맛 볶음밥,즉석조리식품,420,440,11,16,65,1020,,,,
고슬고슬 계란코팅 황금밥알200℃ 새우&갈릭 볶음밥,즉석조리식품,420,425,11,13,67,830,,,,
고슬고슬 계란코팅 황금밥알200℃ 포크&스크램블 볶음밥,즉석조리식품,420,435,12,14,66,890,,,,
고운단팥죽,즉석조리식품,250,275,15,2.2,50,290,,,,
고추마요치킨버거,즉석섭취식품,185,575,16,36,47,1070,,,,
고추마요치킨삼각김밥,즉석섭취식품,153,290,5,12,41,384,,,,
고추말이&치킨데리야끼밥,즉석조리식품,220,440,21,24,37,910,,,,
고추순대,즉석조리식품,500,185,2,4.9,32,460,,,,
고추잡채,즉석조리식품,673,959,53,38,105,1509,,,,
고추잡채 김말이 골드,즉석조리식품,1000,190,2,5,34,420,,,,
고추잡채와꽃빵,즉석조리식품,670,958,52,34,112,2397,,,,
고추장 스테이크 치즈버거,즉석섭취식품,165,490,15,30,40,970,,,,
고추장&마늘간장닭갈비도시락,즉석섭취식품,389,606,27,22,75,1039,,,,
고추장누룽지뽀글이,즉석조리식품,90,353.07,7.87,10.85,55.96,1199.67,,,,
고추장닭갈비볶음밥과 치즈감자볼&고구마,즉석조리식품,230,365,16,9,56,870,,,,
고추장버섯불고기,즉석조리식품,854.5,1015,90,38,82,4843,,,,
고추장불고기,즉석섭취식품,100,182,6,3.3,32,470,,,,
고추장불고기도시락,즉석조리식품,348,620,19,20,93,576,,,,
고추장석쇠돈육덮밥,즉석조리식품,250,444,17,12,67,1089,,,,
고추장소불고기버거,즉석섭취식품,257,547,17,31,50,1079,,,,
고추장찌개,즉석조리식품,640,259,17,9.9,28,1793,,,,
고추참치김밥,즉석섭취식품,225,310,10,4,58,785,,,,
고추참치버거,즉석조리식품,230,143,6,1.9,25,7,,,,
고향순대,즉석조리식품,2000,190,2,4.5,35,400,,,,
고흥 유자 깐풍치킨도시락,즉석섭취식품,344,615,18,19,93,1300,,,,
고흥유자꼬꼬샐러드롤,즉석섭취식품,242,475,18,15,67,818,,,,
고흥유자크림치즈치아바타,즉석섭취식품,115,305,3,9,53,504,,,,
곡금초대가 해물짬뽕,즉석조리식품,930,812,37,25,111,3313,,,,
곡금초해물누룽지탕,즉석조리식품,450,456,15,18,59,1979,,,,
곤드레 발아현미 진주흑미밥,즉석조리식품,250,427,6.09,4.31,26.13,191.78,,,,
곤드레감자밥,즉석조리식품,1834,410,8,8,76,760,,,,
곤드레곤약밥 & 피자오믈렛,즉석조리식품,235,273.3,7.6,9.1,40.2,528.8,,,,
곤드레곤약밥&닭가슴살큐브,즉석조리식품,239,240.8,13.7,3.9,37.8,610.4,,,,
곤드레곤약밥&머스터드훈제오리,즉석조리식품,215,390,10,21,40,600,,,,
곤드레곤약밥&제육볶음,즉석조리식품,200,275,12,7,42,560,,,,
곤드레곤약밥&피자오믈렛,즉석조리식품,235,273.3,7.6,9.1,40.2,528.8,,,,
곤드레곤약밥&함박스테이크,즉석조리식품,245,319.3,14.1,11.3,40.3,617,,,,
곤드레나물밥 & 닭가슴살큐브,즉석조리식품,220,330,17,6,53,570,,,,
곤드레나물밥 & 돈육숯불구이,즉석조리식품,200,358,13.8,13.92,44.26,737.88,,,,
곤드레나물밥&낙지볶음,즉석조리식품,255,351,32,4,46,917,,,,
곤드레나물밥&닭가슴살고구마스테이크,즉석조리식품,205,300,13,4.8,50,340,,,,
곤드레나물밥&두부소세지,즉석조리식품,215,417,23,17,43,450,,,,
곤드레나물밥&두부스테이크,즉석조리식품,210,298,17,3.9,20,1123,,,,
곤드레나물밥&마늘맛닭가슴살,즉석조리식품,235,367,21,10,48,561,,,,
곤드레나물밥&참치오믈렛,즉석조리식품,220,305,17,4,50,486,,,,
곤드레나물밥&청양닭가슴살,즉석조리식품,220,253,26.3,2,32,706,,,,
곤드레나물밥&한입닭가슴살,즉석조리식품,210,285,18,4.9,42,740,,,,
곤드레나물밥과 두부닭가슴살스테이크,즉석조리식품,230,325,13,3.1,61,453,,,,
곤드레나물밥과 불고기오믈렛,즉석조리식품,205,325,9,7,56,410,,,,
곤드레나물잡곡밥 단짠사태찜,즉석조리식품,275,433,29,8,61,584,,,,
곤드레나물잡곡밥 매콤한돼지고기볶음,즉석조리식품,148,227,8,3.3,41,340,,,,
곤드레나물잡곡밥 씨앗 콩 닭가슴살볼,즉석조리식품,145,246,10,5,40,370,,,,
곤드레빽햄유부초밥,즉석섭취식품,280,489,15,17,69,973,,,,
곤드레수다밥,즉석조리식품,210,295,5,0,68,124,,,,
곤드레잡곡밥 침치소고기스테이크,즉석조리식품,197,321,13,6,57,450,,,,
곤약 분짜 샐러드,즉석섭취식품,275,165,11,4,21,645,,,,
곤약고구마영양밥&골드오믈렛,즉석조리식품,240,372,24,12,42,394,,,,
곤약곤드레나물밥&깻잎고추장불고기,즉석조리식품,260,413,15,9,65,680,,,,
곤약곤드레나물밥&깻잎닭가슴살볼,즉석조리식품,240,347,27,9,38,500,,,,
곤약곤드레나물밥&매콤닭가슴살,즉석조리식품,250,384,23,8.9,52,411,,,,
곤약단호박영양밥&오징어볶음,즉석조리식품,250,312,17,5.9,47,648,,,,
곤약단호박영양밥&청양닭가슴살비엔나,즉석조리식품,170,280,15,13,26,362,,,,
곤약단호박영양밥&탄두리치킨커리,즉석조리식품,215,255.27,9.48,4.92,43.26,489.08,,,,
곤약단호박영양밥&해산물포두부볶음,즉석조리식품,215,255.27,9.48,4.92,43.26,489.08,,,,
곤약닭가슴살김밥,즉석섭취식품,206,305,11,7,49,460,,,,
곤약닭개장죽,즉석조리식품,250,180,13,2.4,27,590,,,,
곤약삼계죽,즉석조리식품,250,170,13,1.5,26,270,,,,
곤약상회 곤약닭가슴살순대,즉석조리식품,150,182,18,6,14,560,,,,
곤약샐러드(초계곤약면),즉석섭취식품,220,100,9.22,2.66,9.92,814.59,,,,
곤약야채 갈릭볶음밥,즉석조리식품,200,330,7,4.1,66,420,,,,
곤약야채 게살볶음밥,즉석조리식품,200,320,7,4.8,62,460,,,,
곤약연근영양밥&골드오믈렛,즉석조리식품,170,264,12,10,32,381,,,,
곤약연근영양밥&훈제닭가슴살슬라이스,즉석조리식품,180,254,23,6,27,259,,,,
곤약전복삼계죽,즉석조리식품,270,125,5,3.3,19,770,,,,
곤약퀴노아영양밥&깻잎닭가슴살볼,즉석조리식품,180,277,22,6,32,298,,,,
곤약퀴노아영양밥&매콤해산물볶음,즉석조리식품,235,308.3,12.78,5.33,52.29,498.53,,,,
곤약퀴노아영양밥&오믈렛골드,즉석조리식품,230,316.14,10.63,6.74,53.25,516.65,,,,
곤약통단팥죽,즉석조리식품,270,235,9,0.8,48,400,,,,
곤약현미야채영양밥&갈릭닭가슴살비엔나,즉석조리식품,170,289,18,11,28,369,,,,
곤약현미야채영양밥&레드크림커리닭가슴살,즉석조리식품,190,257,26,5,26,303,,,,
곤약현미야채영양밥&머스타드한입닭가슴살,즉석조리식품,235,305.38,17.95,4.86,47.45,5135,,,,
곤약현미야채영양밥&어묵닭가슴살볼,즉석조리식품,190,279,18,6,39,587,,,,
곤약현미야채영양밥과 해물닭가슴살완자,즉석조리식품,225,260,12,6,40,217,,,,
곤약현미잡곡밥 #닭가슴살마파두부 #오믈렛,즉석조리식품,270,385,20,14,45,770,,,,
곤이알탕,즉석조리식품,810,470,84,12,7,2366,,,,
골드오믈렛샐러드 & 곤약닭가슴살볶음밥,즉석조리식품,229,295,18,14,27,797,,,,
골드치킨도시락,즉석섭취식품,402,965,26,44,116,940,,,,
골드크랩참치마요삼각김밥,즉석섭취식품,110,199,4,4,31,387,,,,
골든고구마치즈스틱,즉석조리식품,1000,300,9,15,33,470,,,,
골뱅이비빔면,즉석섭취식품,290,290,11,4.7,51,1640,,,,
골뱅이와 소면,즉석조리식품,694,843,32,7,163,2787,,,,
곰곰 7색 나물 비빔밥용 세트,즉석섭취식품,350,281,15,9.2,34.6,2110,,,,
곰곰 갈비탕,즉석조리식품,600,125,19,3.7,3,1920,,,,
곰곰 고구마 그래놀라 그린샐러드,즉석섭취식품,320,180,11,2.2,29,515,,,,
